onset	duration	begsample	endsample	offset	type
7.44	0.105	1489	1509	0	stimulation
7.82	0.105	1565	1585	0	stimulation
8.2	0.105	1641	1661	0	stimulation
8.43	0.105	1687	1707	0	stimulation
30.73	0.105	6147	6167	0	stimulation
31.11	0.105	6223	6243	0	stimulation
31.335	0.105	6268	6288	0	stimulation
31.71	0.105	6343	6363	0	stimulation
46.98	0.105	9397	9417	0	stimulation
47.36	0.105	9473	9493	0	stimulation
47.74	0.105	9549	9569	0	stimulation
48.12	0.105	9625	9645	0	stimulation
62.27	0.105	12455	12475	0	stimulation
62.65	0.105	12531	12551	0	stimulation
63.03	0.105	12607	12627	0	stimulation
63.41	0.105	12683	12703	0	stimulation
