onset	duration	begsample	endsample	offset	type
7.765	0.105	1554	1574	0	stimulation
8.145	0.105	1630	1650	0	stimulation
8.37	0.105	1675	1695	0	stimulation
8.745	0.105	1750	1770	0	stimulation
26.895	0.105	5380	5400	0	stimulation
27.435	0.105	5488	5508	0	stimulation
33.9	0.105	6781	6801	0	stimulation
34.28	0.105	6857	6877	0	stimulation
34.66	0.105	6933	6953	0	stimulation
35.04	0.105	7009	7029	0	stimulation
37.685	0.105	7538	7558	0	stimulation
38.065	0.105	7614	7634	0	stimulation
38.445	0.105	7690	7710	0	stimulation
62.65	0.105	12531	12551	0	stimulation
63.03	0.105	12607	12627	0	stimulation
63.41	0.105	12683	12703	0	stimulation
63.79	0.105	12759	12779	0	stimulation
72.82	0.105	14565	14585	0	stimulation
73.2	0.105	14641	14661	0	stimulation
73.58	0.105	14717	14737	0	stimulation
73.96	0.105	14793	14813	0	stimulation
