onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
61.9	0.105	12381	12401	0	stimulation
62.905	0.105	12582	12602	0	stimulation
63.595	0.105	12720	12740	0	stimulation
64.5949	0.105	12919.98	12939.98	0	stimulation
65.29	0.105	13059	13079	0	stimulation
92.535	0.105	18508	18528	0	stimulation
93.54	0.105	18709	18729	0	stimulation
94.545	0.105	18910	18930	0	stimulation
95.55	0.105	19111	19131	0	stimulation
96.555	0.105	19312	19332	0	stimulation
