onset	duration	begsample	endsample	offset	type
11.185	0.105	2238	2258	0	stimulation
12.19	0.105	2439	2459	0	stimulation
12.88	0.105	2577	2597	0	stimulation
13.88	0.105	2777	2797	0	stimulation
14.575	0.105	2916	2936	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.555	0.105	6912	6932	0	stimulation
35.555	0.105	7112	7132	0	stimulation
36.25	0.105	7251	7271	0	stimulation
55.175	0.105	11036	11056	0	stimulation
56.18	0.105	11237	11257	0	stimulation
57.185	0.105	11438	11458	0	stimulation
57.88	0.105	11577	11597	0	stimulation
58.875	0.105	11776	11796	0	stimulation
93.49	0.105	18699	18719	0	stimulation
94.495	0.105	18900	18920	0	stimulation
95.185	0.105	19038	19058	0	stimulation
96.185	0.105	19238	19258	0	stimulation
96.88	0.105	19377	19397	0	stimulation
