onset	duration	begsample	endsample	offset	type
5.105	0.104999999999999	1022	1042	0	stimulation
6.11	0.105	1223	1243	0	stimulation
7.115	0.105	1424	1444	0	stimulation
8.12	0.105	1625	1645	0	stimulation
8.88	0.105	1777	1797	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.87	0.105	6975	6995	0	stimulation
41	0.105	8201	8221	0	stimulation
42.005	0.105	8402	8422	0	stimulation
43.01	0.105	8603	8623	0	stimulation
44.015	0.105	8804	8824	0	stimulation
46.305	0.105	9262	9282	0	stimulation
47.31	0.105	9463	9483	0	stimulation
48.315	0.105	9664	9684	0	stimulation
49.32	0.105	9865	9885	0	stimulation
60.57	0.105	12115	12135	0	stimulation
61.575	0.105	12316	12336	0	stimulation
62.58	0.105	12517	12537	0	stimulation
63.585	0.105	12718	12738	0	stimulation
66.835	0.105	13368	13388	0	stimulation
67.84	0.105	13569	13589	0	stimulation
68.845	0.105	13770	13790	0	stimulation
69.85	0.105	13971	13991	0	stimulation
79.5	0.105	15901	15921	0	stimulation
80.505	0.105	16102	16122	0	stimulation
81.51	0.105	16303	16323	0	stimulation
82.515	0.105	16504	16524	0	stimulation
97.605	0.105	19522	19542	0	stimulation
98.61	0.105	19723	19743	0	stimulation
99.615	0.105	19924	19944	0	stimulation
100.62	0.105	20125	20145	0	stimulation
101.945	0.105	20390	20410	0	stimulation
