onset	duration	begsample	endsample	offset	type
8.625	0.105	1726	1746	0	stimulation
9.63	0.105	1927	1947	0	stimulation
10.635	0.105	2128	2148	0	stimulation
11.64	0.105	2329	2349	0	stimulation
12.965	0.105	2594	2614	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.555	0.105	6912	6932	0	stimulation
35.555	0.105	7112	7132	0	stimulation
36.25	0.105	7251	7271	0	stimulation
59.015	0.105	11804	11824	0	stimulation
69.305	0.105	13862	13882	0	stimulation
70.31	0.105	14063	14083	0	stimulation
71	0.105	14201	14221	0	stimulation
72.005	0.105	14402	14422	0	stimulation
73.01	0.105	14603	14623	0	stimulation
92.26	0.105	18453	18473	0	stimulation
93.265	0.105	18654	18674	0	stimulation
94.27	0.105	18855	18875	0	stimulation
95.275	0.105	19056	19076	0	stimulation
96.28	0.105	19257	19277	0	stimulation
