onset	duration	begsample	endsample	offset	type
10.865	0.105	2174	2194	0	stimulation
11.87	0.105	2375	2395	0	stimulation
12.56	0.105	2513	2533	0	stimulation
13.56	0.105	2713	2733	0	stimulation
14.255	0.105	2852	2872	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.87	0.105	6975	6995	0	stimulation
36.205	0.105	7242	7262	0	stimulation
46.805	0.105	9362	9382	0	stimulation
47.81	0.105	9563	9583	0	stimulation
48.51	0.105	9703	9723	0	stimulation
49.5	0.105	9901	9921	0	stimulation
50.205	0.105	10042	10062	0	stimulation
73.28	0.105	14657	14677	0	stimulation
74.285	0.105	14858	14878	0	stimulation
74.975	0.105	14996	15016	0	stimulation
75.975	0.105	15196	15216	0	stimulation
76.67	0.105	15335	15355	0	stimulation
