onset	duration	begsample	endsample	offset	type
14.385	0.105	2878	2898	0	stimulation
15.39	0.105	3079	3099	0	stimulation
16.08	0.105	3217	3237	0	stimulation
17.08	0.105	3417	3437	0	stimulation
17.775	0.105	3556	3576	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
40.955	0.105	8192	8212	0	stimulation
41.96	0.105	8393	8413	0	stimulation
42.965	0.105	8594	8614	0	stimulation
50.375	0.105	10076	10096	0	stimulation
51.38	0.105	10277	10297	0	stimulation
52.385	0.105	10478	10498	0	stimulation
53.39	0.105	10679	10699	0	stimulation
67.52	0.105	13505	13525	0	stimulation
68.525	0.105	13706	13726	0	stimulation
69.53	0.105	13907	13927	0	stimulation
70.535	0.105	14108	14128	0	stimulation
71.265	0.105	14254	14274	0	stimulation
79.59	0.105	15919	15939	0	stimulation
80.595	0.105	16120	16140	0	stimulation
81.6	0.105	16321	16341	0	stimulation
82.605	0.105	16522	16542	0	stimulation
91.615	0.105	18324	18344	0	stimulation
92.62	0.105	18525	18545	0	stimulation
93.625	0.105	18726	18746	0	stimulation
94.63	0.105	18927	18947	0	stimulation
95.39	0.105	19079	19099	0	stimulation
