onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.365	0.105	12074	12094	0	stimulation
60.59	0.105	12119	12139	0	stimulation
60.965	0.105	12194	12214	0	stimulation
71.435	0.105	14288	14308	0	stimulation
71.815	0.105	14364	14384	0	stimulation
72.04	0.105	14409	14429	0	stimulation
72.42	0.105	14485	14505	0	stimulation
84.645	0.105	16930	16950	0	stimulation
85.025	0.105	17006	17026	0	stimulation
85.25	0.105	17051	17071	0	stimulation
85.625	0.105	17126	17146	0	stimulation
