onset	duration	begsample	endsample	offset	type
25.605	0.105	5122	5142	0	stimulation
25.985	0.105	5198	5218	0	stimulation
26.21	0.105	5243	5263	0	stimulation
26.59	0.105	5319	5339	0	stimulation
42.335	0.105	8468	8488	0	stimulation
42.715	0.105	8544	8564	0	stimulation
43.095	0.105	8620	8640	0	stimulation
43.475	0.105	8696	8716	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.165	0.105	12434	12454	0	stimulation
62.545	0.105	12510	12530	0	stimulation
62.925	0.105	12586	12606	0	stimulation
74.035	0.105	14808	14828	0	stimulation
74.415	0.105	14884	14904	0	stimulation
74.795	0.105	14960	14980	0	stimulation
75.175	0.105	15036	15056	0	stimulation
