onset	duration	begsample	endsample	offset	type
9.445	0.105	1890	1910	0	stimulation
9.825	0.105	1966	1986	0	stimulation
10.05	0.105	2011	2031	0	stimulation
10.43	0.105	2087	2107	0	stimulation
27.455	0.105	5492	5512	0	stimulation
27.835	0.105	5568	5588	0	stimulation
28.06	0.105	5613	5633	0	stimulation
28.435	0.105	5688	5708	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.605	0.105	12522	12542	0	stimulation
85.875	0.105	17176	17196	0	stimulation
86.255	0.105	17252	17272	0	stimulation
86.48	0.105	17297	17317	0	stimulation
86.855	0.105	17372	17392	0	stimulation
