onset	duration	begsample	endsample	offset	type
20.805	0.105	4162	4182	0	stimulation
21.185	0.105	4238	4258	0	stimulation
21.565	0.105	4314	4334	0	stimulation
21.945	0.105	4390	4410	0	stimulation
49.215	0.105	9844	9864	0	stimulation
49.595	0.105	9920	9940	0	stimulation
49.975	0.105	9996	10016	0	stimulation
50.355	0.105	10072	10092	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.605	0.105	12522	12542	0	stimulation
81.395	0.105	16280	16300	0	stimulation
81.775	0.105	16356	16376	0	stimulation
82.155	0.105	16432	16452	0	stimulation
82.535	0.105	16508	16528	0	stimulation
