onset	duration	begsample	endsample	offset	type
9.905	0.105	1982	2002	0	stimulation
17.92	0.105	3585	3605	0	stimulation
18.89	0.105	3779	3799	0	stimulation
19.86	0.105	3973	3993	0	stimulation
36.825	0.105	7366	7386	0	stimulation
37.795	0.105	7560	7580	0	stimulation
38.765	0.105	7754	7774	0	stimulation
39.735	0.105	7948	7968	0	stimulation
40.705	0.105	8142	8162	0	stimulation
42.96	0.105	8593	8613	0	stimulation
63.135	0.105	12628	12648	0	stimulation
64.105	0.105	12822	12842	0	stimulation
65.075	0.105	13016	13036	0	stimulation
69.25	0.105	13851	13871	0	stimulation
70.22	0.105	14045	14065	0	stimulation
71.235	0.105	14248	14268	0	stimulation
72.205	0.105	14442	14462	0	stimulation
73.175	0.105	14636	14656	0	stimulation
