onset	duration	begsample	endsample	offset	type
0.19	0.105	39	59	0	stimulation
1.16	0.105	233	253	0	stimulation
2.13	0.105	427	447	0	stimulation
3.1	0.105	621	641	0	stimulation
4.07	0.105	815	835	0	stimulation
6.325	0.105	1266	1286	0	stimulation
26.5	0.105	5301	5321	0	stimulation
27.47	0.105	5495	5515	0	stimulation
28.44	0.105	5689	5709	0	stimulation
32.6149	0.105	6523.98	6543.98	0	stimulation
33.585	0.105	6718	6738	0	stimulation
34.6	0.105	6921	6941	0	stimulation
35.57	0.105	7115	7135	0	stimulation
36.54	0.105	7309	7329	0	stimulation
64.395	0.105	12880	12900	0	stimulation
65.365	0.105	13074	13094	0	stimulation
66.335	0.105	13268	13288	0	stimulation
67.305	0.105	13462	13482	0	stimulation
68.23	0.105	13647	13667	0	stimulation
