onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.955	0.105	12192	12212	0	stimulation
61.925	0.105	12386	12406	0	stimulation
62.895	0.105	12580	12600	0	stimulation
72.215	0.105	14444	14464	0	stimulation
73.185	0.105	14638	14658	0	stimulation
74.155	0.105	14832	14852	0	stimulation
75.125	0.105	15026	15046	0	stimulation
87.595	0.105	17520	17540	0	stimulation
88.565	0.105	17714	17734	0	stimulation
89.535	0.105	17908	17928	0	stimulation
90.505	0.105	18102	18122	0	stimulation
