onset	duration	begsample	endsample	offset	type
29.2	0.105	5841	5861	0	stimulation
29.85	0.105	5971	5991	0	stimulation
30.5	0.105	6101	6121	0	stimulation
30.835	0.105	6168	6188	0	stimulation
61.245	0.105	12250	12270	0	stimulation
61.895	0.105	12380	12400	0	stimulation
62.545	0.105	12510	12530	0	stimulation
63.195	0.105	12640	12660	0	stimulation
70.91	0.105	14183	14203	0	stimulation
71.56	0.105	14313	14333	0	stimulation
72.21	0.105	14443	14463	0	stimulation
72.86	0.105	14573	14593	0	stimulation
73.49	0.105	14699	14719	0	stimulation
