onset	duration	begsample	endsample	offset	type
0.74	0.105	149	169	0	stimulation
1.745	0.105	350	370	0	stimulation
2.75	0.105	551	571	0	stimulation
3.755	0.105	752	772	0	stimulation
32.285	0.105	6458	6478	0	stimulation
33.29	0.105	6659	6679	0	stimulation
34.295	0.105	6860	6880	0	stimulation
35.3	0.105	7061	7081	0	stimulation
36.305	0.105	7262	7282	0	stimulation
63.56	0.105	12713	12733	0	stimulation
64.885	0.105	12978	12998	0	stimulation
68.135	0.105	13628	13648	0	stimulation
69.14	0.105	13829	13849	0	stimulation
70.145	0.105	14030	14050	0	stimulation
71.15	0.105	14231	14251	0	stimulation
72.155	0.105	14432	14452	0	stimulation
78.285	0.105	15658	15678	0	stimulation
79.29	0.105	15859	15879	0	stimulation
80.295	0.105	16060	16080	0	stimulation
91.865	0.105	18374	18394	0	stimulation
92.87	0.105	18575	18595	0	stimulation
93.875	0.105	18776	18796	0	stimulation
