onset	duration	begsample	endsample	offset	type
12.535	0.105	2508	2528	0	stimulation
13.075	0.105	2616	2636	0	stimulation
13.615	0.105	2724	2744	0	stimulation
14.155	0.105	2832	2852	0	stimulation
30.385	0.105	6078	6098	0	stimulation
61.01	0.105	12203	12223	0	stimulation
61.55	0.105	12311	12331	0	stimulation
62.09	0.105	12419	12439	0	stimulation
62.63	0.105	12527	12547	0	stimulation
82.7	0.105	16541	16561	0	stimulation
83.24	0.105	16649	16669	0	stimulation
83.78	0.105	16757	16777	0	stimulation
84.32	0.105	16865	16885	0	stimulation
