onset	duration	begsample	endsample	offset	type
20.22	0.105	4045	4065	0	stimulation
20.87	0.105	4175	4195	0	stimulation
21.52	0.105	4305	4325	0	stimulation
22.17	0.105	4435	4455	0	stimulation
22.82	0.105	4565	4585	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.86	0.105	12573	12593	0	stimulation
63.51	0.105	12703	12723	0	stimulation
64.16	0.105	12833	12853	0	stimulation
90.42	0.105	18085	18105	0	stimulation
91.07	0.105	18215	18235	0	stimulation
91.72	0.105	18345	18365	0	stimulation
92.37	0.105	18475	18495	0	stimulation
93.02	0.105	18605	18625	0	stimulation
