onset	duration	begsample	endsample	offset	type
2.545	0.105	510	530	0	stimulation
3.55	0.105	711	731	0	stimulation
4.555	0.105	912	932	0	stimulation
5.25	0.105	1051	1071	0	stimulation
6.245	0.105	1250	1270	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.87	0.105	6975	6995	0	stimulation
35.875	0.105	7176	7196	0	stimulation
36.575	0.105	7316	7336	0	stimulation
54.855	0.105	10972	10992	0	stimulation
55.86	0.105	11173	11193	0	stimulation
56.55	0.105	11311	11331	0	stimulation
57.55	0.105	11511	11531	0	stimulation
58.245	0.105	11650	11670	0	stimulation
77.17	0.105	15435	15455	0	stimulation
78.175	0.105	15636	15656	0	stimulation
78.865	0.105	15774	15794	0	stimulation
79.865	0.105	15974	15994	0	stimulation
80.56	0.105	16113	16133	0	stimulation
