onset	duration	begsample	endsample	offset	type
18.87	0.105	3775	3795	0	stimulation
19.875	0.105	3976	3996	0	stimulation
20.88	0.105	4177	4197	0	stimulation
21.885	0.105	4378	4398	0	stimulation
22.89	0.105	4579	4599	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.87	0.105	6975	6995	0	stimulation
35.875	0.105	7176	7196	0	stimulation
40.085	0.105	8018	8038	0	stimulation
41.09	0.105	8219	8239	0	stimulation
42.095	0.105	8420	8440	0	stimulation
43.1	0.105	8621	8641	0	stimulation
58.83	0.105	11767	11787	0	stimulation
59.835	0.105	11968	11988	0	stimulation
60.84	0.105	12169	12189	0	stimulation
61.845	0.105	12370	12390	0	stimulation
62.85	0.105	12571	12591	0	stimulation
86.265	0.105	17254	17274	0	stimulation
87.27	0.105	17455	17475	0	stimulation
88.275	0.105	17656	17676	0	stimulation
89.28	0.105	17857	17877	0	stimulation
