onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
56.78	0.105	11357	11377	0	stimulation
57.785	0.105	11558	11578	0	stimulation
58.79	0.105	11759	11779	0	stimulation
59.485	0.105	11898	11918	0	stimulation
60.48	0.105	12097	12117	0	stimulation
85.815	0.105	17164	17184	0	stimulation
86.82	0.105	17365	17385	0	stimulation
87.825	0.105	17566	17586	0	stimulation
88.83	0.105	17767	17787	0	stimulation
89.835	0.105	17968	17988	0	stimulation
