onset	duration	begsample	endsample	offset	type
27.745	0.105	5550	5570	0	stimulation
28.715	0.105	5744	5764	0	stimulation
29.685	0.105	5938	5958	0	stimulation
43.37	0.105	8675	8695	0	stimulation
44.34	0.105	8869	8889	0	stimulation
45.31	0.105	9063	9083	0	stimulation
46.28	0.105	9257	9277	0	stimulation
49.92	0.105	9985	10005	0	stimulation
50.89	0.105	10179	10199	0	stimulation
51.86	0.105	10373	10393	0	stimulation
54.01	0.105	10803	10823	0	stimulation
54.98	0.105	10997	11017	0	stimulation
55.95	0.105	11191	11211	0	stimulation
64.0799	0.105	12816.98	12836.98	0	stimulation
65.05	0.105	13011	13031	0	stimulation
66.02	0.105	13205	13225	0	stimulation
73.28	0.105	14657	14677	0	stimulation
