onset	duration	begsample	endsample	offset	type
27.885	0.105	5578	5598	0	stimulation
28.855	0.105	5772	5792	0	stimulation
29.825	0.105	5966	5986	0	stimulation
30.795	0.105	6160	6180	0	stimulation
40.73	0.105	8147	8167	0	stimulation
41.7	0.105	8341	8361	0	stimulation
61.875	0.105	12376	12396	0	stimulation
66.05	0.105	13211	13231	0	stimulation
68.965	0.105	13794	13814	0	stimulation
69.935	0.105	13988	14008	0	stimulation
70.905	0.105	14182	14202	0	stimulation
91.7	0.105	18341	18361	0	stimulation
92.67	0.105	18535	18555	0	stimulation
93.64	0.105	18729	18749	0	stimulation
