onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.995	0.105	6400	6420	0	stimulation
33	0.105	6601	6621	0	stimulation
34.005	0.105	6802	6822	0	stimulation
50.06	0.105	10013	10033	0	stimulation
51.065	0.105	10214	10234	0	stimulation
52.07	0.105	10415	10435	0	stimulation
52.765	0.105	10554	10574	0	stimulation
53.76	0.105	10753	10773	0	stimulation
68.215	0.105	13644	13664	0	stimulation
69.22	0.105	13845	13865	0	stimulation
87.51	0.105	17503	17523	0	stimulation
88.515	0.105	17704	17724	0	stimulation
89.52	0.105	17905	17925	0	stimulation
90.525	0.105	18106	18126	0	stimulation
91.53	0.105	18307	18327	0	stimulation
