onset	duration	begsample	endsample	offset	type
5.215	0.105	1044	1064	0	stimulation
5.595	0.105	1120	1140	0	stimulation
5.975	0.105	1196	1216	0	stimulation
6.355	0.105	1272	1292	0	stimulation
21.305	0.105	4262	4282	0	stimulation
21.685	0.105	4338	4358	0	stimulation
22.065	0.105	4414	4434	0	stimulation
22.295	0.105	4460	4480	0	stimulation
51.475	0.105	10296	10316	0	stimulation
51.855	0.105	10372	10392	0	stimulation
52.235	0.105	10448	10468	0	stimulation
52.615	0.105	10524	10544	0	stimulation
62.445	0.105	12490	12510	0	stimulation
62.825	0.105	12566	12586	0	stimulation
63.365	0.105	12674	12694	0	stimulation
63.755	0.105	12752	12772	0	stimulation
82.215	0.105	16444	16464	0	stimulation
82.595	0.105	16520	16540	0	stimulation
82.975	0.105	16596	16616	0	stimulation
83.355	0.105	16672	16692	0	stimulation
