onset	duration	begsample	endsample	offset	type
11.275	0.105	2256	2276	0	stimulation
11.655	0.105	2332	2352	0	stimulation
12.035	0.105	2408	2428	0	stimulation
12.415	0.105	2484	2504	0	stimulation
30.405	0.105	6082	6102	0	stimulation
33.83	0.105	6767	6787	0	stimulation
34.21	0.105	6843	6863	0	stimulation
34.59	0.105	6919	6939	0	stimulation
34.97	0.105	6995	7015	0	stimulation
52.48	0.105	10497	10517	0	stimulation
52.86	0.105	10573	10593	0	stimulation
53.24	0.105	10649	10669	0	stimulation
53.62	0.105	10725	10745	0	stimulation
62.65	0.105	12531	12551	0	stimulation
63.03	0.105	12607	12627	0	stimulation
64.535	0.105	12908	12928	0	stimulation
64.915	0.105	12984	13004	0	stimulation
65.295	0.105	13060	13080	0	stimulation
65.53	0.105	13107	13127	0	stimulation
