onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.995	0.105	6400	6420	0	stimulation
32.69	0.105	6539	6559	0	stimulation
33.695	0.105	6740	6760	0	stimulation
49.42	0.105	9885	9905	0	stimulation
50.425	0.105	10086	10106	0	stimulation
51.43	0.105	10287	10307	0	stimulation
52.435	0.105	10488	10508	0	stimulation
77.765	0.105	15554	15574	0	stimulation
78.465	0.105	15694	15714	0	stimulation
79.455	0.105	15892	15912	0	stimulation
80.16	0.105	16033	16053	0	stimulation
81.165	0.105	16234	16254	0	stimulation
