onset	duration	begsample	endsample	offset	type
21.765	0.105	4354	4374	0	stimulation
22.41	0.105	4483	4503	0	stimulation
23.055	0.105	4612	4632	0	stimulation
23.7	0.105	4741	4761	0	stimulation
41.635	0.105	8328	8348	0	stimulation
42.28	0.105	8457	8477	0	stimulation
42.925	0.105	8586	8606	0	stimulation
43.57	0.105	8715	8735	0	stimulation
62.465	0.105	12494	12514	0	stimulation
63.11	0.105	12623	12643	0	stimulation
63.755	0.105	12752	12772	0	stimulation
64.4	0.105	12881	12901	0	stimulation
93.535	0.105	18708	18728	0	stimulation
