onset	duration	begsample	endsample	offset	type
27.525	0.105	5506	5526	0	stimulation
27.905	0.105	5582	5602	0	stimulation
28.285	0.105	5658	5678	0	stimulation
28.665	0.105	5734	5754	0	stimulation
51.935	0.105	10388	10408	0	stimulation
52.315	0.105	10464	10484	0	stimulation
52.695	0.105	10540	10560	0	stimulation
53.075	0.105	10616	10636	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.615	0.105	12524	12544	0	stimulation
75.475	0.105	15096	15116	0	stimulation
75.855	0.105	15172	15192	0	stimulation
76.08	0.105	15217	15237	0	stimulation
76.455	0.105	15292	15312	0	stimulation
89.165	0.105	17834	17854	0	stimulation
