onset	duration	begsample	endsample	offset	type
7.345	0.105	1470	1490	0	stimulation
8.09	0.105	1619	1639	0	stimulation
8.835	0.105	1768	1788	0	stimulation
9.27	0.105	1855	1875	0	stimulation
10.005	0.105	2002	2022	0	stimulation
31.56	0.105	6313	6333	0	stimulation
32.305	0.105	6462	6482	0	stimulation
33.05	0.105	6611	6631	0	stimulation
33.795	0.105	6760	6780	0	stimulation
34.235	0.105	6848	6868	0	stimulation
57.695	0.105	11540	11560	0	stimulation
58.44	0.105	11689	11709	0	stimulation
58.87	0.105	11775	11795	0	stimulation
59.61	0.105	11923	11943	0	stimulation
60.045	0.105	12010	12030	0	stimulation
