onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.73	0.105	6147	6167	0	stimulation
31.16	0.105	6233	6253	0	stimulation
31.9	0.105	6381	6401	0	stimulation
32.335	0.105	6468	6488	0	stimulation
56.12	0.105	11225	11245	0	stimulation
56.865	0.105	11374	11394	0	stimulation
57.295	0.105	11460	11480	0	stimulation
58.035	0.105	11608	11628	0	stimulation
58.47	0.105	11695	11715	0	stimulation
79.375	0.105	15876	15896	0	stimulation
80.12	0.105	16025	16045	0	stimulation
80.55	0.105	16111	16131	0	stimulation
81.29	0.105	16259	16279	0	stimulation
81.725	0.105	16346	16366	0	stimulation
