onset	duration	begsample	endsample	offset	type
4.88	0.105	977	997	0	stimulation
5.625	0.105	1126	1146	0	stimulation
7.015	0.105	1404	1424	0	stimulation
7.445	0.105	1490	1510	0	stimulation
8.1849	0.105	1637.98	1657.98	0	stimulation
8.93	0.105	1787	1807	0	stimulation
9.37	0.105	1875	1895	0	stimulation
32.19	0.105	6439	6459	0	stimulation
32.935	0.105	6588	6608	0	stimulation
33.685	0.105	6738	6758	0	stimulation
34.43	0.105	6887	6907	0	stimulation
35.175	0.105	7036	7056	0	stimulation
59.925	0.105	11986	12006	0	stimulation
60.67	0.105	12135	12155	0	stimulation
61.1	0.105	12221	12241	0	stimulation
61.84	0.105	12369	12389	0	stimulation
62.275	0.105	12456	12476	0	stimulation
79.98	0.105	15997	16017	0	stimulation
80.725	0.105	16146	16166	0	stimulation
81.47	0.105	16295	16315	0	stimulation
81.905	0.105	16382	16402	0	stimulation
82.64	0.105	16529	16549	0	stimulation
