onset	duration	begsample	endsample	offset	type
9.265	0.105	1854	1874	0	stimulation
10.01	0.105	2003	2023	0	stimulation
10.755	0.105	2152	2172	0	stimulation
11.19	0.105	2239	2259	0	stimulation
11.925	0.105	2386	2406	0	stimulation
31.56	0.105	6313	6333	0	stimulation
32.305	0.105	6462	6482	0	stimulation
32.735	0.105	6548	6568	0	stimulation
33.475	0.105	6696	6716	0	stimulation
33.91	0.105	6783	6803	0	stimulation
56.415	0.105	11284	11304	0	stimulation
57.16	0.105	11433	11453	0	stimulation
57.905	0.105	11582	11602	0	stimulation
58.34	0.105	11669	11689	0	stimulation
59.075	0.105	11816	11836	0	stimulation
92.15	0.105	18431	18451	0	stimulation
92.895	0.105	18580	18600	0	stimulation
93.64	0.105	18729	18749	0	stimulation
94.075	0.105	18816	18836	0	stimulation
94.81	0.105	18963	18983	0	stimulation
