onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.995	0.105	6400	6420	0	stimulation
33	0.105	6601	6621	0	stimulation
36.57	0.105	7315	7335	0	stimulation
37.575	0.105	7516	7536	0	stimulation
38.58	0.105	7717	7737	0	stimulation
43.11	0.105	8623	8643	0	stimulation
44.115	0.105	8824	8844	0	stimulation
48.645	0.105	9730	9750	0	stimulation
50.61	0.105	10123	10143	0	stimulation
51.615	0.105	10324	10344	0	stimulation
52.62	0.105	10525	10545	0	stimulation
53.625	0.105	10726	10746	0	stimulation
63.915	0.105	12784	12804	0	stimulation
64.92	0.105	12985	13005	0	stimulation
65.925	0.105	13186	13206	0	stimulation
66.93	0.105	13387	13407	0	stimulation
68.895	0.105	13780	13800	0	stimulation
91.35	0.105	18271	18291	0	stimulation
92.355	0.105	18472	18492	0	stimulation
93.36	0.105	18673	18693	0	stimulation
94.365	0.105	18874	18894	0	stimulation
95.37	0.105	19075	19095	0	stimulation
