onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
53.26	0.105	10653	10673	0	stimulation
54.265	0.105	10854	10874	0	stimulation
55.27	0.105	11055	11075	0	stimulation
56.275	0.105	11256	11276	0	stimulation
56.975	0.105	11396	11416	0	stimulation
94.135	0.105	18828	18848	0	stimulation
95.14	0.105	19029	19049	0	stimulation
95.83	0.105	19167	19187	0	stimulation
96.83	0.105	19367	19387	0	stimulation
97.525	0.105	19506	19526	0	stimulation
