onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
51.34	0.105	10269	10289	0	stimulation
52.345	0.105	10470	10490	0	stimulation
53.35	0.105	10671	10691	0	stimulation
54.355	0.105	10872	10892	0	stimulation
55.36	0.105	11073	11093	0	stimulation
70.775	0.105	14156	14176	0	stimulation
71.78	0.105	14357	14377	0	stimulation
72.47	0.105	14495	14515	0	stimulation
73.47	0.105	14695	14715	0	stimulation
74.165	0.105	14834	14854	0	stimulation
