onset	duration	begsample	endsample	offset	type
4.805	0.105	962	982	0	stimulation
5.455	0.105	1092	1112	0	stimulation
6.105	0.105	1222	1242	0	stimulation
6.755	0.105	1352	1372	0	stimulation
30.455	0.105	6092	6112	0	stimulation
31.105	0.105	6222	6242	0	stimulation
31.755	0.105	6352	6372	0	stimulation
32.4049	0.105	6481.98	6501.98	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
85.275	0.105	17056	17076	0	stimulation
85.925	0.105	17186	17206	0	stimulation
86.575	0.105	17316	17336	0	stimulation
87.225	0.105	17446	17466	0	stimulation
