onset	duration	begsample	endsample	offset	type
-0.005	0.105	0	20	0	stimulation
0.69	0.105	139	159	0	stimulation
31.135	0.105	6228	6248	0	stimulation
32.14	0.105	6429	6449	0	stimulation
32.83	0.105	6567	6587	0	stimulation
33.83	0.105	6767	6787	0	stimulation
34.525	0.105	6906	6926	0	stimulation
56.97	0.105	11395	11415	0	stimulation
57.975	0.105	11596	11616	0	stimulation
58.665	0.105	11734	11754	0	stimulation
59.665	0.105	11934	11954	0	stimulation
60.36	0.105	12073	12093	0	stimulation
82.485	0.105	16498	16518	0	stimulation
83.49	0.105	16699	16719	0	stimulation
84.495	0.105	16900	16920	0	stimulation
85.185	0.105	17038	17058	0	stimulation
86.185	0.105	17238	17258	0	stimulation
