onset	duration	begsample	endsample	offset	type
13.965	0.105	2794	2814	0	stimulation
14.615	0.105	2924	2944	0	stimulation
15.265	0.105	3054	3074	0	stimulation
15.915	0.105	3184	3204	0	stimulation
16.89	0.105	3379	3399	0	stimulation
17.54	0.105	3509	3529	0	stimulation
18.19	0.105	3639	3659	0	stimulation
18.84	0.105	3769	3789	0	stimulation
42.535	0.105	8508	8528	0	stimulation
43.185	0.105	8638	8658	0	stimulation
43.835	0.105	8768	8788	0	stimulation
44.485	0.105	8898	8918	0	stimulation
46.42	0.105	9285	9305	0	stimulation
47.07	0.105	9415	9435	0	stimulation
47.72	0.105	9545	9565	0	stimulation
48.37	0.105	9675	9695	0	stimulation
65.025	0.105	13006	13026	0	stimulation
65.675	0.105	13136	13156	0	stimulation
66.325	0.105	13266	13286	0	stimulation
66.975	0.105	13396	13416	0	stimulation
