onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
50.38	0.105	10077	10097	0	stimulation
51.385	0.105	10278	10298	0	stimulation
52.075	0.105	10416	10436	0	stimulation
53.075	0.105	10616	10636	0	stimulation
53.77	0.105	10755	10775	0	stimulation
88.375	0.105	17676	17696	0	stimulation
89.38	0.105	17877	17897	0	stimulation
90.07	0.105	18015	18035	0	stimulation
91.07	0.105	18215	18235	0	stimulation
91.765	0.105	18354	18374	0	stimulation
