onset	duration	begsample	endsample	offset	type
9.73	0.105	1947	1967	0	stimulation
10.785	0.105	2158	2178	0	stimulation
11.84	0.105	2369	2389	0	stimulation
12.895	0.105	2580	2600	0	stimulation
13.95	0.105	2791	2811	0	stimulation
31.01	0.105	6203	6223	0	stimulation
32.065	0.105	6414	6434	0	stimulation
33.12	0.105	6625	6645	0	stimulation
41.86	0.105	8373	8393	0	stimulation
43.555	0.105	8712	8732	0	stimulation
44.61	0.105	8923	8943	0	stimulation
64.23	0.105	12847	12867	0	stimulation
65.285	0.105	13058	13078	0	stimulation
66.34	0.105	13269	13289	0	stimulation
