onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
49.1	0.105	9821	9841	0	stimulation
50.105	0.105	10022	10042	0	stimulation
51.11	0.105	10223	10243	0	stimulation
52.115	0.105	10424	10444	0	stimulation
53.12	0.105	10625	10645	0	stimulation
74.295	0.105	14860	14880	0	stimulation
75.3	0.105	15061	15081	0	stimulation
76.305	0.105	15262	15282	0	stimulation
77.31	0.105	15463	15483	0	stimulation
78.315	0.105	15664	15684	0	stimulation
