onset	duration	begsample	endsample	offset	type
9.905	0.105	1982	2002	0	stimulation
10.91	0.105	2183	2203	0	stimulation
11.915	0.105	2384	2404	0	stimulation
12.92	0.105	2585	2605	0	stimulation
13.62	0.105	2725	2745	0	stimulation
32.86	0.105	6573	6593	0	stimulation
42.51	0.105	8503	8523	0	stimulation
43.515	0.105	8704	8724	0	stimulation
44.52	0.105	8905	8925	0	stimulation
45.525	0.105	9106	9126	0	stimulation
46.53	0.105	9307	9327	0	stimulation
65.465	0.105	13094	13114	0	stimulation
66.47	0.105	13295	13315	0	stimulation
67.475	0.105	13496	13516	0	stimulation
68.48	0.105	13697	13717	0	stimulation
69.5	0.105	13901	13921	0	stimulation
71.775	0.105	14356	14376	0	stimulation
80.785	0.105	16158	16178	0	stimulation
86.275	0.105	17256	17276	0	stimulation
87.28	0.105	17457	17477	0	stimulation
88.605	0.105	17722	17742	0	stimulation
96.655	0.105	19332	19352	0	stimulation
97.66	0.105	19533	19553	0	stimulation
98.665	0.105	19734	19754	0	stimulation
99.67	0.105	19935	19955	0	stimulation
100.675	0.105	20136	20156	0	stimulation
