onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
31.955	0.105	6392	6412	0	stimulation
32.96	0.105	6593	6613	0	stimulation
33.965	0.105	6794	6814	0	stimulation
34.97	0.105	6995	7015	0	stimulation
35.975	0.105	7196	7216	0	stimulation
56.19	0.105	11239	11259	0	stimulation
57.195	0.105	11440	11460	0	stimulation
58.2	0.105	11641	11661	0	stimulation
66.57	0.105	13315	13335	0	stimulation
67.575	0.105	13516	13536	0	stimulation
68.58	0.105	13717	13737	0	stimulation
69.585	0.105	13918	13938	0	stimulation
79.875	0.105	15976	15996	0	stimulation
