onset	duration	begsample	endsample	offset	type
-0.005	0.105	0	20	0	stimulation
0.69	0.105	139	159	0	stimulation
31.135	0.105	6228	6248	0	stimulation
32.14	0.105	6429	6449	0	stimulation
32.83	0.105	6567	6587	0	stimulation
33.835	0.105	6768	6788	0	stimulation
34.84	0.105	6969	6989	0	stimulation
56.97	0.105	11395	11415	0	stimulation
57.975	0.105	11596	11616	0	stimulation
58.665	0.105	11734	11754	0	stimulation
59.665	0.105	11934	11954	0	stimulation
60.36	0.105	12073	12093	0	stimulation
84.405	0.105	16882	16902	0	stimulation
85.41	0.105	17083	17103	0	stimulation
86.415	0.105	17284	17304	0	stimulation
87.11	0.105	17423	17443	0	stimulation
88.105	0.105	17622	17642	0	stimulation
