onset	duration	begsample	endsample	offset	type
3.205	0.105	642	662	0	stimulation
3.585	0.105	718	738	0	stimulation
3.965	0.105	794	814	0	stimulation
4.345	0.105	870	890	0	stimulation
26.815	0.105	5364	5384	0	stimulation
27.195	0.105	5440	5460	0	stimulation
27.575	0.105	5516	5536	0	stimulation
27.955	0.105	5592	5612	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.765	0.105	12554	12574	0	stimulation
79.955	0.105	15992	16012	0	stimulation
80.335	0.105	16068	16088	0	stimulation
80.715	0.105	16144	16164	0	stimulation
81.095	0.105	16220	16240	0	stimulation
