onset	duration	begsample	endsample	offset	type
26.085	0.105	5218	5238	0	stimulation
26.465	0.105	5294	5314	0	stimulation
26.845	0.105	5370	5390	0	stimulation
27.225	0.105	5446	5466	0	stimulation
44.415	0.105	8884	8904	0	stimulation
44.795	0.105	8960	8980	0	stimulation
45.175	0.105	9036	9056	0	stimulation
45.555	0.105	9112	9132	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.765	0.105	12554	12574	0	stimulation
84.595	0.105	16920	16940	0	stimulation
84.975	0.105	16996	17016	0	stimulation
85.355	0.105	17072	17092	0	stimulation
85.735	0.105	17148	17168	0	stimulation
