onset	duration	begsample	endsample	offset	type
23.595	0.105	4720	4740	0	stimulation
23.975	0.105	4796	4816	0	stimulation
24.355	0.105	4872	4892	0	stimulation
24.735	0.105	4948	4968	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
84.415	0.105	16884	16904	0	stimulation
84.795	0.105	16960	16980	0	stimulation
85.175	0.105	17036	17056	0	stimulation
85.555	0.105	17112	17132	0	stimulation
