onset	duration	begsample	endsample	offset	type
9.935	0.105	1988	2008	0	stimulation
10.905	0.105	2182	2202	0	stimulation
11.24	0.105	2249	2269	0	stimulation
12.205	0.105	2442	2462	0	stimulation
12.545	0.105	2510	2530	0	stimulation
16.71	0.105	3343	3363	0	stimulation
17.68	0.105	3537	3557	0	stimulation
62.19	0.105	12439	12459	0	stimulation
63.16	0.105	12633	12653	0	stimulation
64.13	0.105	12827	12847	0	stimulation
75.97	0.105	15195	15215	0	stimulation
76.94	0.105	15389	15409	0	stimulation
77.91	0.105	15583	15603	0	stimulation
78.88	0.105	15777	15797	0	stimulation
