onset	duration	begsample	endsample	offset	type
26.585	0.105	5318	5338	0	stimulation
27.445	0.105	5490	5510	0	stimulation
30.23	0.105	6047	6067	0	stimulation
31.09	0.105	6219	6239	0	stimulation
31.95	0.105	6391	6411	0	stimulation
32.81	0.105	6563	6583	0	stimulation
33.05	0.105	6611	6631	0	stimulation
61.42	0.105	12285	12305	0	stimulation
62.28	0.105	12457	12477	0	stimulation
63.14	0.105	12629	12649	0	stimulation
63.9999	0.105	12800.98	12820.98	0	stimulation
64.2349	0.105	12847.98	12867.98	0	stimulation
