onset	duration	begsample	endsample	offset	type
26.255	0.105	5252	5272	0	stimulation
26.905	0.105	5382	5402	0	stimulation
27.555	0.105	5512	5532	0	stimulation
28.205	0.105	5642	5662	0	stimulation
28.855	0.105	5772	5792	0	stimulation
42.63	0.105	8527	8547	0	stimulation
43.28	0.105	8657	8677	0	stimulation
43.93	0.105	8787	8807	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
93.27	0.105	18655	18675	0	stimulation
93.92	0.105	18785	18805	0	stimulation
94.255	0.105	18852	18872	0	stimulation
