onset	duration	begsample	endsample	offset	type
18.18	0.105	3637	3657	0	stimulation
18.83	0.105	3767	3787	0	stimulation
19.48	0.105	3897	3917	0	stimulation
20.13	0.105	4027	4047	0	stimulation
30.415	0.105	6084	6104	0	stimulation
31.065	0.105	6214	6234	0	stimulation
31.715	0.105	6344	6364	0	stimulation
44.82	0.105	8965	8985	0	stimulation
57.635	0.105	11528	11548	0	stimulation
58.93	0.105	11787	11807	0	stimulation
63.135	0.105	12628	12648	0	stimulation
63.785	0.105	12758	12778	0	stimulation
64.435	0.105	12888	12908	0	stimulation
66.34	0.105	13269	13289	0	stimulation
66.99	0.105	13399	13419	0	stimulation
67.64	0.105	13529	13549	0	stimulation
70.535	0.105	14108	14128	0	stimulation
71.185	0.105	14238	14258	0	stimulation
71.56	0.105	14313	14333	0	stimulation
72.165	0.105	14434	14454	0	stimulation
92.345	0.105	18470	18490	0	stimulation
92.995	0.105	18600	18620	0	stimulation
93.645	0.105	18730	18750	0	stimulation
94.295	0.105	18860	18880	0	stimulation
