onset	duration	begsample	endsample	offset	type
29.79	0.105	5959	5979	0	stimulation
30.65	0.105	6131	6151	0	stimulation
31.51	0.105	6303	6323	0	stimulation
52.215	0.105	10444	10464	0	stimulation
53.075	0.105	10616	10636	0	stimulation
53.935	0.105	10788	10808	0	stimulation
54.795	0.105	10960	10980	0	stimulation
61.42	0.105	12285	12305	0	stimulation
62.28	0.105	12457	12477	0	stimulation
63.14	0.105	12629	12649	0	stimulation
63.9999	0.105	12800.98	12820.98	0	stimulation
91.105	0.105	18222	18242	0	stimulation
91.965	0.105	18394	18414	0	stimulation
