onset	duration	begsample	endsample	offset	type
1.025	0.105	206	226	0	stimulation
2.34	0.105	469	489	0	stimulation
2.99	0.105	599	619	0	stimulation
3.64	0.105	729	749	0	stimulation
31.155	0.105	6232	6252	0	stimulation
31.805	0.105	6362	6382	0	stimulation
32.455	0.105	6492	6512	0	stimulation
33.105	0.105	6622	6642	0	stimulation
44.96	0.105	8993	9013	0	stimulation
45.61	0.105	9123	9143	0	stimulation
46.26	0.105	9253	9273	0	stimulation
46.615	0.105	9324	9344	0	stimulation
47.885	0.105	9578	9598	0	stimulation
48.535	0.105	9708	9728	0	stimulation
49.185	0.105	9838	9858	0	stimulation
50.835	0.105	10168	10188	0	stimulation
56.93	0.105	11387	11407	0	stimulation
57.58	0.105	11517	11537	0	stimulation
58.23	0.105	11647	11667	0	stimulation
58.88	0.105	11777	11797	0	stimulation
65.615	0.105	13124	13144	0	stimulation
66.265	0.105	13254	13274	0	stimulation
66.915	0.105	13384	13404	0	stimulation
67.565	0.105	13514	13534	0	stimulation
69.465	0.105	13894	13914	0	stimulation
81.675	0.105	16336	16356	0	stimulation
82.325	0.105	16466	16486	0	stimulation
94.5	0.105	18901	18921	0	stimulation
95.15	0.105	19031	19051	0	stimulation
99.005	0.105	19802	19822	0	stimulation
