onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
57.42	0.105	11485	11505	0	stimulation
58.425	0.105	11686	11706	0	stimulation
59.43	0.105	11887	11907	0	stimulation
60.125	0.105	12026	12046	0	stimulation
61.12	0.105	12225	12245	0	stimulation
89.975	0.105	17996	18016	0	stimulation
90.98	0.105	18197	18217	0	stimulation
91.985	0.105	18398	18418	0	stimulation
92.99	0.105	18599	18619	0	stimulation
93.69	0.105	18739	18759	0	stimulation
